class,fpr,tpr
"""",0.11045697414077622,1.0
"""",0.11051049443834908,1.0
"""",0.11057293478551741,1.0
"""",0.11061753503349478,1.0
"""",0.11065321523187668,1.0
"""",0.11072457562864049,1.0
"""",0.1107602558270224,1.0
"""",0.11076917587661787,1.0
"""",0.11078701597580883,1.0
"""",0.11082269617419073,1.0
"""",0.11096541696771835,1.0
"""",0.11099217711650476,1.0
"""",0.11104569741407762,1.0
"""",0.11249966549814017,1.0
"""",0.11250858554773564,1.0
"""",0.1125977860436904,1.0
"""",0.11262454619247683,1.0
"""",0.11274050683721802,1.0
"""",0.11281186723398182,1.0
"""",0.11307054867225062,1.0
"""",0.11312406896982347,1.0
"""",0.11314190906901442,1.0
"""",0.11325786971375561,1.0
"""",0.11330246996173299,1.0
"""",0.11332923011051942,1.0
"""",0.11333815016011489,1.0
"""",0.11348979100323797,1.0
"""",0.11352547120161988,1.0
"""",0.1135522313504063,1.0
"""",0.11358791154878821,1.0
"""",0.11361467169757464,1.0
"""",0.11362359174717011,1.0
"""",0.11365035189595654,1.0
"""",0.11365927194555202,1.0
"""",0.11367711204474297,1.0
"""",0.1137038721935294,1.0
"""",0.11617472593147618,1.0
"""",0.11618364598107166,1.0
"""",0.11625500637783547,1.0
"""",0.11629068657621737,1.0
"""",0.11632636677459926,1.0
"""",0.11634420687379021,1.0
"""",0.11797657594976228,1.0
"""",0.11799441604895324,1.0
"""",0.11809253659450347,1.0
"""",0.11811929674328989,1.0
"""",0.11964462522411624,1.0
"""",0.1196624653233072,1.0
"""",0.11968030542249815,1.0
"""",0.1196981455216891,1.0
"""",0.12042066953892264,1.0
"""",0.12043850963811359,1.0
"""",0.12044742968770906,1.0
"""",0.12046526978690002,1.0
"""",0.1204741898364955,1.0
"""",0.1214999955399752,1.0
"""",0.12151783563916616,1.0
"""",0.12155351583754806,1.0
"""",0.12171407673026662,1.0
"""",0.12185679752379423,1.0
"""",0.12189247772217614,1.0
"""",0.12191923787096257,1.0
"""",0.12193707797015352,1.0
"""",0.12199059826772637,1.0
"""",0.12223143960680422,1.0
"""",0.12228495990437707,1.0
"""",0.12239200049952277,1.0
"""",0.12377460818682152,1.0
"""",0.12379244828601248,1.0
"""",0.12382812848439437,1.0
"""",0.12383704853398984,1.0
"""",0.1238548886331808,1.0
"""",0.12388164878196722,1.0
"""",0.12389948888115818,1.0
"""",0.12390840893075365,1.0
"""",0.12406004977387675,1.0
"""",0.12409572997225865,1.0
"""",0.12414033022023603,1.0
"""",0.12419385051780887,1.0
"""",0.12518397602290668,1.0
"""",0.12538913716360264,1.0
"""",0.1263881827182959,1.0
"""",0.1263971027678914,1.0
"""",0.12641494286708235,1.0
"""",0.12649522331344162,1.0
"""",0.12650414336303709,1.0
"""",0.1265755037598009,1.0
"""",0.12658442380939638,1.0
"""",0.12660226390858734,1.0
"""",0.1339345446760684,1.0
"""",0.1339702248744503,1.0
"""",0.13401482512242768,1.0
"""",0.13428242661029197,1.0
"""",0.13442514740381956,1.0
"""",0.134451907552606,1.0
"""",0.1347730293380431,1.0
"""",0.13519227166903047,1.0
"""",0.13525471201619882,1.0
"""",0.13792180684524605,1.0
"""",0.1379842471924144,1.0
"""",0.13814480808513296,1.0
"""",0.13817156823391938,1.0
"""",0.15154272257753754,1.0
"""",1.0,1.0
+,0.0,0.0
+,0.0,0.002407704654895666
+,0.0,0.01043338683788122
+,0.0,0.016051364365971106
+,0.0,0.016853932584269662
+,0.0,0.020064205457463884
+,0.0,0.02086677367576244
+,0.0,0.024879614767255216
+,0.0,0.026484751203852328
+,0.0,0.03290529695024077
+,0.0,0.036115569823434994
+,0.0,0.038523274478330656
+,0.0,0.04012841091492777
+,0.0,0.0449438202247191
+,0.0,0.048154093097913325
+,0.0,0.051364365971107544
+,0.0,0.05457463884430177
+,0.0,0.056179775280898875
+,0.0,0.05778491171749599
+,0.0,0.060995184590690206
+,0.0,0.06179775280898876
+,0.0,0.06741573033707865
+,0.0,0.07142857142857142
+,0.0,0.0738362760834671
+,0.0,0.07463884430176565
+,0.0,0.07624398073836276
+,0.0,0.07784911717495988
+,0.0,0.08105939004815409
+,0.0,0.08426966292134831
+,0.0,0.08747993579454254
+,0.0,0.09069020866773676
+,0.0,0.09229534510433386
+,0.0,0.09309791332263243
+,0.0,0.09470304975922954
+,0.0,0.09791332263242375
+,0.0,0.10032102728731943
+,0.0,0.10674157303370786
+,0.0,0.11075441412520064
+,0.0,0.11316211878009631
+,0.0,0.11476725521669343
+,0.0,0.12279293739967898
+,0.0,0.12439807383627609
+,0.0,0.13162118780096307
+,0.0,0.1332263242375602
+,0.0,0.14365971107544143
+,0.0,0.14526484751203853
+,0.0,0.15008025682182985
+,0.0,0.15329052969502407
+,0.0,0.17576243980738362
+,0.0,0.17897271268057785
+,0.0,0.18459069020866772
+,0.0,0.1869983948635634
+,0.0,0.18860353130016053
+,0.0,0.19101123595505617
+,0.0,0.2030497592295345
+,0.0,0.20465489566613163
+,0.0,0.21508828250401285
+,0.0,0.21910112359550563
+,0.0,0.22552166934189405
+,0.0,0.22712680577849118
+,0.0,0.23675762439807382
+,0.0,0.24077046548956663
+,0.0,0.2536115569823435
+,0.0,0.2552166934189406
+,0.0,0.27287319422150885
+,0.0,0.2784911717495987
+,0.0,0.29935794542536115
+,0.0,0.30497592295345105
+,0.0,0.3290529695024077
+,0.0,0.3330658105939005
+,0.0,0.34991974317817015
+,0.0,0.35313001605136435
+,0.0,0.35553772070626005
+,0.0,0.35874799357945425
+,0.0,0.39325842696629215
+,0.0,0.39486356340288925
+,0.0,0.41412520064205455
+,0.0,0.4157303370786517
+,0.0,0.44542536115569825
+,0.0,0.4478330658105939
+,0.0,0.4695024077046549
+,0.0,0.4727126805778491
+,0.0,0.49357945425361155
+,0.0,0.49518459069020865
+,0.0,0.5040128410914928
+,0.0,0.5088282504012841
+,0.0,0.5626003210272873
+,0.0,0.5642054574638844
+,0.0,0.9879614767255217
+,8.984887419360636e-06,0.9879614767255217
+,8.984887419360636e-06,0.9903691813804173
+,1.796977483872127e-05,0.9903691813804173
+,1.796977483872127e-05,0.9935794542536116
+,2.6954662258081907e-05,0.9935794542536116
+,2.6954662258081907e-05,0.9951845906902087
+,3.593954967744254e-05,0.9951845906902087
+,3.593954967744254e-05,0.9967897271268058
+,5.3909324516163814e-05,0.9967897271268058
+,5.3909324516163814e-05,0.9975922953451043
+,8.086398677424572e-05,0.9975922953451043
+,8.086398677424572e-05,0.9983948635634029
+,0.0001796977483872127,0.9983948635634029
+,0.0001796977483872127,0.9991974317817014
+,0.0002066524106452946,0.9991974317817014
+,0.00022462218548401587,0.9991974317817014
+,0.00026954662258081905,0.9991974317817014
+,0.00028751639741954034,0.9991974317817014
+,0.00034142572193570416,0.9991974317817014
+,0.0003773652716131467,0.9991974317817014
+,0.00044924437096803175,0.9991974317817014
+,0.00046721414580675304,0.9991974317817014
+,0.0005840176822584413,0.9991974317817014
+,0.0006379270067746051,0.9991974317817014
+,0.0007098061061294902,0.9991974317817014
+,0.0007277758809682114,0.9991974317817014
+,0.0009434131790328667,0.9991974317817014
+,0.0009883376161296698,0.9991974317817014
+,0.0011051411525813582,0.9991974317817014
+,0.0011051411525813582,1.0
+,0.0012488993512911283,1.0
+,0.0013477331129040954,1.0
+,0.00169814372225916,1.0
+,0.0018149472587108484,1.0
+,0.0019766752322593396,1.0
+,0.0020036298945174218,1.0
+,0.0023091160667756835,1.0
+,0.0023270858416144045,1.0
+,0.00240794982838865,1.0
+,0.0024259196032273716,1.0
+,0.002533738252259699,1.0
+,0.0026685115635501086,1.0
+,0.0033064385703247138,1.0
+,0.003324408345163435,1.0
+,0.003504106093550648,1.0
+,0.0035400456432280905,1.0
+,0.0037287282790346636,1.0
+,0.003971320239357401,1.0
+,0.005166310266132366,1.0
+,0.005193264928390447,1.0
+,0.005579615087422955,1.0
+,0.005597584862261676,1.0
+,0.005615554637100397,1.0
+,0.005633524411939118,1.0
+,0.005777282610648889,1.0
+,0.005804237272906971,1.0
+,0.005876116372261856,1.0
+,0.006253481643875002,1.0
+,0.007250804147424033,1.0
+,0.007268773922262754,1.0
+,0.007556290319682295,1.0
+,0.0075832449819403765,1.0
+,0.008140308001940736,1.0
+,0.008176247551618178,1.0
+,0.008400869737102194,1.0
+,0.008418839511940916,1.0
+,0.00876925012129598,1.0
+,0.008787219896134702,1.0
+,0.008868083882908948,1.0
+,0.008886053657747668,1.0
+,0.008984887419360635,1.0
+,0.009002857194199358,1.0
+,0.009263418929360815,1.0
+,0.009281388704199537,1.0
+,0.009317328253876978,1.0
+,0.0093352980287157,1.0
+,0.009452101565167388,1.0
+,0.00947007134000611,1.0
+,0.00947905622742547,1.0
+,0.009497026002264191,1.0
+,0.009532965551941634,1.0
+,0.009550935326780356,1.0
+,0.009712663300328847,1.0
+,0.009730633075167567,1.0
+,0.00974860285000629,1.0
+,0.010215816995813042,1.0
+,0.011240094161620156,1.0
+,0.011258063936458876,1.0
+,0.01201279447968517,1.0
+,0.012075688691620694,1.0
+,0.012983162320976118,1.0
+,0.013028086758072922,1.0
+,0.013450376466782871,1.0
+,0.013468346241621592,1.0
+,0.0138546964006541,1.0
+,0.013899620837750903,1.0
+,0.014465668745170622,1.0
+,0.014519578069686788,1.0
+,0.01485201890420313,1.0
+,0.014878973566461211,1.0
+,0.014968822440654818,1.0
+,0.01500476199033226,1.0
+,0.015067656202267786,1.0
+,0.015103595751945227,1.0
+,0.015157505076461393,1.0
+,0.015184459738719474,1.0
+,0.015202429513558196,1.0
+,0.015247353950654999,1.0
+,0.01527430861291308,1.0
+,0.015471976136139013,1.0
+,0.015498930798397096,1.0
+,0.015525885460655179,1.0
+,0.0155438552354939,1.0
+,0.015570809897751982,1.0
+,0.01569659832162303,1.0
+,0.01572355298388111,1.0
+,0.016217721791945947,1.0
+,0.016235691566784668,1.0
+,0.01625366134162339,1.0
+,0.016280616003881473,1.0
+,0.017304893169688584,1.0
+,0.019029991554205827,1.0
+,0.019065931103883268,1.0
+,0.020458588653884165,1.0
+,0.02051249797840033,1.0
+,0.02207586838936908,1.0
+,0.0220938381642078,1.0
+,0.022291505687433738,1.0
+,0.02230947546227246,1.0
+,0.022498158098079032,1.0
+,0.022552067422595194,1.0
+,0.02291146291936962,1.0
+,0.022929432694208343,1.0
+,0.023486495714208702,1.0
+,0.023540405038724864,1.0
+,0.023953709860015455,1.0
+,0.023971679634854175,1.0
+,0.024367014681306042,1.0
+,0.024438893780660928,1.0
+,0.024986971913241927,1.0
+,0.02502291146291937,1.0
+,0.025948354867113516,1.0
+,0.025993279304210318,1.0
+,0.026289780589049218,1.0
+,0.026307750363887942,1.0
+,0.026325720138726662,1.0
+,0.026388614350662185,1.0
+,0.026496432999694515,1.0
+,0.026514402774533236,1.0
+,0.026622221423565563,1.0
+,0.026667145860662368,1.0
+,0.026900752933565742,1.0
+,0.026927707595823823,1.0
+,0.026945677370662547,1.0
+,0.026963647145501268,1.0
+,0.027080450681952955,1.0
+,0.027107405344211036,1.0
+,0.0271613146687272,1.0
+,0.02717928444356592,1.0
+,0.027251163542920807,1.0
+,0.02727811820517889,1.0
+,0.02757461949001779,1.0
+,0.027592589264856512,1.0
+,0.027637513701953314,1.0
+,0.027664468364211395,1.0
+,0.02785315100001797,1.0
+,0.027889090549695413,1.0
+,0.027951984761630938,1.0
+,0.02796995453646966,1.0
+,0.02813168251001815,1.0
+,0.02814965228485687,1.0
+,0.028365289582921525,1.0
+,0.02842818379485705,1.0
+,0.028473108231953852,1.0
+,0.028518032669050657,1.0
+,0.028598896655824903,1.0
+,0.028616866430663624,1.0
+,0.02867077575517979,1.0
+,0.02868874553001851,1.0
+,0.02874265485453467,1.0
+,0.028760624629373396,1.0
+,0.02884148861614764,1.0
+,0.028859458390986362,1.0
+,0.028904382828083164,1.0
+,0.028922352602921884,1.0
+,0.02896727704001869,1.0
+,0.02899423170227677,1.0
+,0.02902118636453485,1.0
+,0.029048141026792935,1.0
+,0.029066110801631656,1.0
+,0.029102050351309097,1.0
+,0.029218853887760788,1.0
+,0.02923682366259951,1.0
+,0.029497385397760967,1.0
+,0.029515355172599688,1.0
+,0.029641143596470736,1.0
+,0.0314291361929235,1.0
+,0.03301946126615034,1.0
+,0.03303743104098906,1.0
+,0.03555319951841004,1.0
+,0.03558913906808748,1.0
+,0.036685295333249476,1.0
+,0.0367032651080882,1.0
+,0.03861704612841201,1.0
+,0.038760804327121784,1.0
+,0.04020737120163884,1.0
+,0.040225340976477564,1.0
+,0.040836313320994085,1.0
+,0.04089022264551025,1.0
+,0.04158205897680102,1.0
+,0.04160002875163974,1.0
+,0.04274110945389854,1.0
+,0.042795018778414705,1.0
+,0.042866897877769594,1.0
+,0.042884867652608315,1.0
+,0.042902837427447035,1.0
+,0.04518499883196463,1.0
+,0.04530180236841632,1.0
+,0.04628115509712663,1.0
+,0.04629912487196535,1.0
+,0.04709877985228845,1.0
+,0.04724253805099822,1.0
+,0.04759294866035329,1.0
+,0.04761091843519201,1.0
+,0.04857230138906359,1.0
+,0.0486621502632572,1.0
+,0.048689104925515286,1.0
+,0.048877787561321856,1.0
+,0.04889575733616058,1.0
+,0.0492102283958382,1.0
+,0.04923718305809628,1.0
+,0.049416880806483494,1.0
+,0.0494618052435803,1.0
+,0.04957860878003199,1.0
+,0.04959657855487071,1.0
+,0.04972236697874176,1.0
+,0.049767291415838556,1.0
+,0.05012668691261298,1.0
+,0.05014465668745171,1.0
+,0.05054897662132293,1.0
+,0.0506478103829359,1.0
+,0.050953296555194164,1.0
+,0.050971266330032884,1.0
+,0.05099822099229097,1.0
+,0.05103416054196841,1.0
+,0.05131269205196859,1.0
+,0.05133066182680731,1.0
+,0.051357616489065394,1.0
+,0.05151035957519452,1.0
+,0.05185178529713023,1.0
+,0.05190569462164639,1.0
+,0.052265090118420815,1.0
+,0.05232798433035634,1.0
+,0.05245377275422739,1.0
+,0.05247174252906611,1.0
+,0.052633470502614604,1.0
+,0.052651440277453325,1.0
+,0.052687379827130766,1.0
+,0.05292098690003414,1.0
+,0.052983881111969666,1.0
+,0.0531815486351956,1.0
+,0.05319951841003432,1.0
+,0.05340617082067962,1.0
+,0.05342414059551834,1.0
+,0.053558913906808746,1.0
+,0.05358586856906683,1.0
+,0.053783536092292764,1.0
+,0.053801505867131484,1.0
+,0.05399018850293806,1.0
+,0.05400815827777678,1.0
+,0.05403511294003486,1.0
+,0.05408902226455103,1.0
+,0.05440349332422865,1.0
+,0.05443044798648673,1.0
+,0.05444841776132545,1.0
+,0.054646085284551386,1.0
+,0.05466405505939011,1.0
+,0.054691009721648184,1.0
+,0.05473593415874499,1.0
+,0.05487969235745476,1.0
+,0.05489766213229348,1.0
+,0.05496055634422901,1.0
+,0.05499649589390645,1.0
+,0.0552121331919711,1.0
+,0.05525705762906791,1.0
+,0.055373861165519594,1.0
+,0.055409800715197036,1.0
+,0.05555355891390681,1.0
+,0.05558949846358425,1.0
+,0.055652392675519774,1.0
+,0.055670362450358495,1.0
+,0.05573325666229402,1.0
+,0.055778181099390825,1.0
+,0.05583209042390699,1.0
+,0.05585006019874571,1.0
+,0.05587701486100379,1.0
+,0.05589498463584251,1.0
+,0.05595787884777804,1.0
+,0.05597584862261676,1.0
+,0.05600280328487484,1.0
+,0.05602077305971356,1.0
+,0.056038742834552284,1.0
+,0.056056712609391005,1.0
+,0.05614656148358461,1.0
+,0.056164531258423335,1.0
+,0.0562184405829395,1.0
+,0.05624539524519758,1.0
+,0.05638016855648799,1.0
+,0.05642509299358479,1.0
+,0.05647001743068159,1.0
+,0.05648798720552031,1.0
+,0.05653291164261712,1.0
+,0.05657783607971392,1.0
+,0.05662276051681073,1.0
+,0.05664073029164945,1.0
+,0.05674854894068177,1.0
+,0.05678448849035921,1.0
+,0.05680245826519794,1.0
+,0.05682042804003666,1.0
+,0.05683839781487538,1.0
+,0.05686535247713346,1.0
+,0.05700911067584323,1.0
+,0.05702708045068195,1.0
+,0.05709895955003684,1.0
+,0.05711692932487556,1.0
+,0.05714388398713364,1.0
+,0.057161853761972366,1.0
+,0.057179823536811086,1.0
+,0.05721576308648853,1.0
+,0.05728764218584341,1.0
+,0.05730561196068213,1.0
+,0.05737749106003702,1.0
+,0.05743140038455318,1.0
+,0.05748530970906934,1.0
+,0.05757515858326295,1.0
+,0.057629067907779115,1.0
+,0.0576560225700372,1.0
+,0.05769196211971464,1.0
+,0.05770993189455336,1.0
+,0.057718916781972725,1.0
+,0.0577458714442308,1.0
+,0.05776384121906952,1.0
+,0.05779079588132761,1.0
+,0.05783572031842441,1.0
+,0.05786267498068249,1.0
+,0.05802440295423098,1.0
+,0.058051357616489066,1.0
+,0.05808729716616651,1.0
+,0.05811425182842459,1.0
+,0.058159176265521396,1.0
+,0.05817714604036012,1.0
+,0.05823105536487628,1.0
+,0.058249025139715,1.0
+,0.05830293446423116,1.0
+,0.05832090423906988,1.0
+,0.05841075311326349,1.0
+,0.05842872288810221,1.0
+,0.0584556775503603,1.0
+,0.05846466243777965,1.0
+,0.05849161710003774,1.0
+,0.058500601987457095,1.0
+,0.05853654153713454,1.0
+,0.058572481086811984,1.0
+,0.058590450861650704,1.0
+,0.05859943574907006,1.0
+,0.05863537529874751,1.0
+,0.05866232996100559,1.0
+,0.05868029973584431,1.0
+,0.058716239285521755,1.0
+,0.058734209060360476,1.0
+,0.058779133497457274,1.0
+,0.05880608815971536,1.0
+,0.05885101259681216,1.0
+,0.05887796725907024,1.0
+,0.0590486801200381,1.0
+,0.05906664989487682,1.0
+,0.05908461966971554,1.0
+,0.05911157433197362,1.0
+,0.05914751388165106,1.0
+,0.05915649876907042,1.0
+,0.05917446854390915,1.0
+,0.059201423206167225,1.0
+,0.059219392981005946,1.0
+,0.05930025696778019,1.0
+,0.05931822674261891,1.0
+,0.0593901058419738,1.0
+,0.05940807561681252,1.0
+,0.059479954716167405,1.0
+,0.059497924491006125,1.0
+,0.05965066757713526,1.0
+,0.05967762223939334,1.0
+,0.059713561789070786,1.0
+,0.05972254667649014,1.0
+,0.059758486226167584,1.0
+,0.059776456001006305,1.0
+,0.059794425775845025,1.0
+,0.059866304875199915,1.0
+,0.059884274650038635,1.0
+,0.059992093299070966,1.0
+,0.06002803284874841,1.0
+,0.0601897608222969,1.0
+,0.06025265503423242,1.0
+,0.060288594583909866,1.0
+,0.06036945857068411,1.0
+,0.06038742834552283,1.0
+,0.06046829233229708,1.0
+,0.060495246994555156,1.0
+,0.06051321676939388,1.0
+,0.06516738845262268,1.0
+,0.06852773634746356,1.0
+,0.06855469100972165,1.0
+,0.07010907653327104,1.0
+,0.07012704630810976,1.0
+,0.07112436881165879,1.0
+,0.07115132347391687,1.0
+,0.07160955273230427,1.0
+,0.07169940160649788,1.0
+,0.07190605401714316,1.0
+,0.07192402379198189,1.0
+,0.0728584520835954,1.0
+,0.07287642185843411,1.0
+,0.07289439163327284,1.0
+,0.07291236140811155,1.0
+,0.07331668134198278,1.0
+,0.07333465111682151,1.0
+,0.07372100127585401,1.0
+,0.07373897105069273,1.0
+,0.07403547233553164,1.0
+,0.07405344211037036,1.0
+,0.07455659580585455,1.0
+,0.074592535355532,1.0
+,0.07496990062714515,1.0
+,0.07499685528940322,1.0
+,0.07514061348811299,1.0
+,0.07516756815037108,1.0
+,0.07558985785908102,1.0
+,0.07560782763391975,1.0
+,0.07664108968714622,1.0
+,0.07665905946198494,1.0
+,0.07709931894553361,1.0
+,0.07711728872037234,1.0
+,0.07718018293230786,1.0
+,0.07719815270714658,1.0
+,0.07733292601843698,1.0
+,0.07761145752843716,1.0
+,0.07916584305198655,1.0
+,0.07918381282682528,1.0
+,0.07932757102553505,1.0
+,0.07934554080037377,1.0
+,0.0796600118600514,1.0
+,0.07967798163489012,1.0
+,0.08010925623101943,1.0
+,0.08012722600585814,1.0
+,0.08108860895972973,1.0
+,0.08110657873456846,1.0
+,0.08195115815198836,1.0
+,0.08199608258908515,1.0
+,0.0823734478606983,1.0
+,0.08239141763553702,1.0
+,0.08246329673489192,1.0
+,0.08248126650973063,1.0
+,0.08343366457618286,1.0
+,0.08345163435102158,1.0
+,0.08352351345037647,1.0
+,0.0835414832252152,1.0
+,0.08445794174198998,1.0
+,0.08447591151682869,1.0
+,0.08484429190102248,1.0
+,0.0848622616758612,1.0
+,0.0856169922190875,1.0
+,0.08563496199392621,1.0
+,0.08567988643102302,1.0
+,0.0857068410932811,1.0
+,0.08592247839134576,1.0
+,0.08619202501392657,1.0
+,0.08761163722618556,1.0
+,0.08762960700102428,1.0
+,0.08777336519973404,1.0
+,0.08779133497457277,1.0
+,0.08848317130586354,1.0
+,0.08851012596812162,1.0
+,0.08948049380941257,1.0
+,0.08954338802134809,1.0
+,0.09076533271038113,1.0
+,0.09080127226005859,1.0
+,0.09163686679005913,1.0
+,0.09165483656489784,1.0
+,0.09214900537296268,1.0
+,0.09244550665780157,1.0
+,0.0930564790023181,1.0
+,0.09307444877715683,1.0
+,0.09347876871102805,1.0
+,0.09349673848586677,1.0
+,0.093901058419738,1.0
+,0.09392801308199608,1.0
+,0.09407177128070585,1.0
+,0.09409872594296394,1.0
+,0.09461086452586749,1.0
+,0.09462883430070622,1.0
+,0.09498822979748064,1.0
+,0.09502416934715809,1.0
+,0.09523082175780337,1.0
+,0.09525777642006146,1.0
+,0.0953386404068357,1.0
+,0.09535661018167442,1.0
+,0.09577889989038438,1.0
+,0.09579686966522309,1.0
+,0.09605743140038456,1.0
+,0.096093370950062,1.0
+,0.09648870599651387,1.0
+,0.09650667577135258,1.0
+,0.09656956998328811,1.0
+,0.09658753975812683,1.0
+,0.09718952721522399,1.0
+,0.09736922496361121,1.0
+,0.09937285485812863,1.0
+,0.09939082463296735,1.0
+,0.09952559794425776,1.0
+,0.0995615374939352,1.0
+,0.1001096156265162,1.0
+,0.10012758540135493,1.0
+,0.1013405452029686,1.0
+,0.10141242430232349,1.0
+,0.10174486513683983,1.0
+,0.10176283491167856,1.0
+,0.10194253266006577,1.0
+,0.1019605024349045,1.0
+,0.1023019281568402,1.0
+,0.10231989793167892,1.0
+,0.10275117252780823,1.0
+,0.10276914230264694,1.0
+,0.10283203651458248,1.0
+,0.10285000628942119,1.0
+,0.10296680982587288,1.0
+,0.10300274937555032,1.0
+,0.10346097863393772,1.0
+,0.10351488795845389,1.0
+,0.10379341946845407,1.0
+,0.10381138924329278,1.0
+,0.10397311721684127,1.0
+,0.10399108699168,1.0
+,0.10414383007780913,1.0
+,0.10416179985264784,1.0
+,0.10465596866071268,1.0
+,0.10479972685942245,1.0
+,0.10515912235619687,1.0
+,0.1051770921310356,1.0
+,0.10532983521716473,1.0
+,0.10534780499200345,1.0
+,0.10543765386619705,1.0
+,0.10545562364103578,1.0
+,0.10575212492587469,1.0
+,0.1057700947007134,1.0
+,0.10620136929684271,1.0
+,0.10623730884652015,1.0
+,0.10748620819781128,1.0
+,0.1076209815091017,1.0
+,0.10808819565490844,1.0
+,0.10811515031716652,1.0
+,0.10817804452910205,1.0
+,0.10819601430394077,1.0
+,0.10884292619813474,1.0
+,0.10888785063523154,1.0
+,0.10927420079426405,1.0
+,0.10929217056910277,1.0
+,0.10942694388039317,1.0
+,0.1094449136552319,1.0
+,0.10984024870168377,1.0
+,0.1098582184765225,1.0
+,0.10991212780103865,1.0
+,0.10993009757587738,1.0
+,0.11011878021168395,1.0
+,0.11037035705942605,1.0
+,0.11087351075491024,1.0
+,0.11089148052974897,1.0
+,0.11091843519200704,1.0
+,0.11093640496684576,1.0
+,0.1112508760265234,1.0
+,0.11136767956297508,1.0
+,0.11152042264910421,1.0
+,0.11153839242394292,1.0
+,0.11219428920555626,1.0
+,0.11232906251684667,1.0
+,0.11250876026523388,1.0
+,0.11253571492749195,1.0
+,0.11294003486136318,1.0
+,0.11296698952362128,1.0
+,0.11306582328523423,1.0
+,0.11308379306007296,1.0
+,0.11326349080846017,1.0
+,0.11330841524555697,1.0
+,0.11349709788136354,1.0
+,0.11351506765620227,1.0
+,0.11373968984168628,1.0
+,0.11375765961652501,1.0
+,0.1140092364642671,1.0
+,0.11423385864975112,1.0
+,0.11428776797426728,1.0
+,0.114305737749106,1.0
+,0.11445848083523513,1.0
+,0.11448543549749321,1.0
+,0.1146471634710417,1.0
+,0.11469208790813851,1.0
+,0.11487178565652573,1.0
+,0.11492569498104188,1.0
+,0.11517727182878398,1.0
+,0.11519524160362271,1.0
+,0.11554565221297777,1.0
+,0.1157433197362037,1.0
+,0.11597692680910708,1.0
+,0.11599489658394581,1.0
+,0.11602185124620389,1.0
+,0.1160398210210426,1.0
+,0.11607576057072005,1.0
+,0.1161117001203975,1.0
+,0.11641718629265575,1.0
+,0.11644414095491383,1.0
+,0.11701018886233355,1.0
+,0.11720785638555949,1.0
+,0.11736958435910798,1.0
+,0.1173875541339467,1.0
+,0.11739653902136606,1.0
+,0.11741450879620478,1.0
+,0.11798954159104387,1.0
+,0.11800751136588258,1.0
+,0.11805243580297939,1.0
+,0.11807040557781812,1.0
+,0.11819619400168915,1.0
+,0.11821416377652788,1.0
+,0.11835792197523765,1.0
+,0.11847472551168933,1.0
+,0.11856457438588294,1.0
+,0.11859152904814102,1.0
+,0.11884310589588312,1.0
+,0.11886107567072185,1.0
+,0.11936422936620604,1.0
+,0.11939118402846412,1.0
+,0.1196247911013675,1.0
+,0.11964276087620622,1.0
+,0.1196697155384643,1.0
+,0.11982245862459344,1.0
+,0.12005606569749681,1.0
+,0.12007403547233553,1.0
+,0.12009200524717425,1.0
+,0.12010997502201297,1.0
+,0.12016388434652914,1.0
+,0.12024474833330338,1.0
+,0.12026271810814211,1.0
+,0.12034358209491636,1.0
+,0.1203795216445938,1.0
+,0.12082876601556182,1.0
+,0.12099947887652968,1.0
+,0.12137684414814283,1.0
+,0.1214037988104009,1.0
+,0.12187101295620766,1.0
+,0.12196984671782063,1.0
+,0.12226634800265952,1.0
+,0.12230228755233696,1.0
+,0.12265269816169204,1.0
+,0.12269762259878883,1.0
+,0.12311991230749879,1.0
+,0.12314686696975687,1.0
+,0.12328164028104728,1.0
+,0.123299610055886,1.0
+,0.12332656471814409,1.0
+,0.1233445344929828,1.0
+,0.1235511869036281,1.0
+,0.12356915667846682,1.0
+,0.12357814156588617,1.0
+,0.1237578393142734,1.0
+,0.12382073352620891,1.0
+,0.12383870330104764,1.0
+,0.12409926503620909,1.0
+,0.12415317436072526,1.0
+,0.12433287210911247,1.0
+,0.12435982677137056,1.0
+,0.124395766321048,1.0
+,0.12444967564556417,1.0
+,0.12451256985749969,1.0
+,0.12453053963233841,1.0
+,0.12455749429459649,1.0
+,0.1246473431687901,1.0
+,0.12504267821524195,1.0
+,0.12508760265233876,1.0
+,0.12533917950008086,1.0
+,0.12546496792395193,1.0
+,0.12561771101008104,1.0
+,0.12568060522201657,1.0
+,0.12573451454653273,1.0
+,0.12577045409621018,1.0
+,0.12602203094395228,1.0
+,0.12619274380492013,1.0
+,0.12637244155330735,1.0
+,0.12639939621556542,1.0
+,0.1264263508778235,1.0
+,0.12645330554008158,1.0
+,0.12656112418911392,1.0
+,0.126588078851372,1.0
+,0.1268845801362109,1.0
+,0.12698341389782386,1.0
+,0.12712717209653362,1.0
+,0.12714514187137235,1.0
+,0.12717209653363043,1.0
+,0.12719006630846916,1.0
+,0.12722600585814658,1.0
+,0.1272439756329853,1.0
+,0.12759438624234037,1.0
+,0.1276572804542759,1.0
+,0.12766626534169526,1.0
+,0.12769322000395336,1.0
+,0.12789987241459866,1.0
+,0.12792682707685674,1.0
+,0.12816941903717946,1.0
+,0.1283401318981473,1.0
+,0.1285917087458894,1.0
+,0.12865460295782494,1.0
+,0.12869952739492174,1.0
+,0.12871749716976047,1.0
+,0.1290499380042768,1.0
+,0.1290948624413736,1.0
